internship_title,company_name,location,start_date,duration,stipend,required_skills
Stock Market,Trading Shalaa,Work From Home,Immediately,3 Months,"₹ 3,000-5,000 /month","Teamwork, Time Management"
Digital Marketing,7 Star Medtech Private Limited,Noida,Immediately,3 Months,"₹ 10,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Business Development (Sales),PNT Robotics & Automation Solutions LLP,Thane,Immediately,3 Months,"₹ 5,000-10,000 /month","CRM, CSS, Communication, Git, HTML, JavaScript, Lead Generation, Responsive Design, Sales Strategy, Teamwork, Time Management"
Graphic Design For Podcast Cover,Leadstart Publishing,Work From Home,Immediately,3 Months,"₹ 8,000-10,000 /month","Teamwork, Time Management"
Stock Market Research,Trading Shalaa,Work From Home,Immediately,1 Month,"₹ 5,000-10,000 /month","Teamwork, Time Management"
Finance Research,Trading Shalaa,Work From Home,Immediately,1 Month,"₹ 5,000-10,000 /month","Accounting Basics, Excel, Financial Analysis, Tally, Teamwork, Time Management"
Facebook Advertising,MeetUniversity,Work From Home,Immediately,1 Month,"₹ 5,000 /month","Teamwork, Time Management"
Communication Trainer,GUVI Geek Networks (IITM-Incubated),Chennai,Immediately,1 Month,"₹ 10,000-15,000 /month","Data Preprocessing, Machine Learning, Python, Scikit-learn, Teamwork, Time Management"
Graphic Design,Paklam Technology Private Limited,Work From Home,Immediately,1 Month,"₹ 1,000 /month","Teamwork, Time Management"
Political Research Analysis,PoliConn,Work From Home,Immediately,1 Month,"₹ 2,000 /month","Teamwork, Time Management"
Interior Design,G2Design Interior,Pune,Immediately,1 Month,"₹ 4,000 /month +  Incentives","Teamwork, Time Management"
Social Media Marketing,The Global Event Planners,Work From Home,Immediately,1 Month,"₹ 1,000-25,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
SEO Content Writing,Ojas Marketing,Work From Home,Immediately,1 Month,"₹ 2,100 /month","Teamwork, Time Management"
Human Resources (HR),Workhours,Hyderabad,Immediately,1 Month,"₹ 2,000 /month","Teamwork, Time Management"
Sales Development,Circle Health,Bangalore,Immediately,1 Month,"₹ 10,000 /month","CRM, CSS, Communication, Git, HTML, JavaScript, Lead Generation, Responsive Design, Sales Strategy, Teamwork, Time Management"
Social Media Management,CA Aakash Pednekar,Mumbai,Immediately,1 Month,"₹ 2,000 /month","Communication, Community Outreach, Project Management, Teamwork, Time Management"
E Commerce Executive,Color Cocktail,Gurgaon,Immediately,1 Month,"₹ 7,000 /month","Teamwork, Time Management"
Business Development (Corporate Gifting),Open Secret,Mumbai,Immediately,1 Month,"₹ 20,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Web Development,Fab Software Stock,Aurangabad,Immediately,1 Month,"₹ 2,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Social Media Marketing And User Engagement,Ballzo India,Work From Home,Immediately,1 Month,"₹ 3,000-7,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Media & Public Relations (PR),Life N Colors,Gurgaon,Immediately,1 Month,"₹ 15,000 /month","Teamwork, Time Management"
Corporate Sales,Ear Solutions Private Limited,Ahmedabad,Immediately,1 Month,"₹ 15,000 /month","CRM, Communication, Lead Generation, Sales Strategy, Teamwork, Time Management"
Human Resources (HR),Phenom Placements,Work From Home,Immediately,1 Month,"₹ 4,000 /month","Teamwork, Time Management"
Graphic Design,Techsharks Internet Services Private Limited,Delhi,Immediately,1 Month,"₹ 5,000 /month","Teamwork, Time Management"
"Content Writing, Catalogue Creation And Digital Marketing",Bharat Natural Elements Private Limited,Bangalore,Immediately,1 Month,"₹ 2,000 /month +  Incentives","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Fashion Consultant,Rent An Attire,Khardi,Immediately,1 Month,"₹ 10,000 /month","Teamwork, Time Management"
Digital Marketing,The Concept Company,Mumbai,Immediately,1 Month,"₹ 7,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
UX/UI Design,RIGHTVIBE LLP,Pune,Immediately,1 Month,"₹ 8,000 /month","Teamwork, Time Management"
Website Development,Terbesar Healthcare Private Limited,Patna,Immediately,1 Month,"₹ 2,000-15,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
WordPress Development,Social Education & Liberty Foundation,Work From Home,Immediately,1 Month,Unpaid,"CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Customer Success Associate,PeopleHum,Mumbai,Immediately,1 Month,"₹ 22,000 /month","Teamwork, Time Management"
Recruitment (Non-IT),FyndBridge Consulting Services,Work From Home,Immediately,1 Month,"₹ 3,000-7,000 /month","Teamwork, Time Management"
Marketing,YoursthatSenior,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Blogging,Shubhi Arora,Work From Home,Immediately,1 Month,"₹ 2,000 /month","Teamwork, Time Management"
Mobile App Development(Flutter Preferably Ios Experts),OAK Appian Training,Work From Home,Immediately,1 Month,"₹ 5,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Digital Marketing,Kinjal Group,Mumbai,Immediately,1 Month,"₹ 10,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Graphic Design,Kashish Chandani,Work From Home,Immediately,1 Month,"₹ 10,000 /month","Teamwork, Time Management"
Business Development Executive,Caarz.in,Kolkata,Immediately,1 Month,"₹ 8,500 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Graphic Design,Captain $ales,Gurgaon,Immediately,1 Month,"₹ 2,500 /month","Teamwork, Time Management"
Business Development Representative,Engati,Mumbai,Immediately,1 Month,"₹ 22,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
.NET Development,Radionics Technology,Work From Home,Immediately,1 Month,"₹ 5,000-10,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Business Development Champion,Engati Technologies,Mumbai,Immediately,1 Month,"₹ 22,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Social Media Marketing,OTFCoder,Ahmedabad,Immediately,1 Month,"₹ 5,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Human Resources (HR),Implica Global Corporation,Work From Home,Immediately,1 Month,"₹ 1,000 /month","Teamwork, Time Management"
Content Writing - Spanish,Lyrics Translated,Work From Home,Immediately,3 Months,"₹ 5,500 /month","Teamwork, Time Management"
Client Acquisition,AideWiser SolTek,Work From Home,Immediately,3 Months,"₹ 2,000 /month","Teamwork, Time Management"
Business Development (Sales),MindCrew Technologies Private Limited,Indore,Immediately,3 Months,"₹ 5,000-10,000 /month","CRM, CSS, Communication, Git, HTML, JavaScript, Lead Generation, Responsive Design, Sales Strategy, Teamwork, Time Management"
Human Resources (HR) - Recruitment,AideWiser SolTek,Work From Home,Immediately,3 Months,"₹ 2,000 /month","Teamwork, Time Management"
Market Research,BlissClub,Bangalore,Immediately,3 Months,"₹ 10,000 /month","Teamwork, Time Management"
Growth,SaffronStays,Work From Home,Immediately,3 Months,"₹ 15,000 /month","Teamwork, Time Management"
Content Writing & Publishing,Geeksscan,Work From Home,Immediately,3 Months,"₹ 3,000 /month","Teamwork, Time Management"
Human Resources (HR),Gencosys Technologies Private Limited,Lucknow,Immediately,3 Months,"₹ 6,500 /month","Teamwork, Time Management"
Web Development,Global Research Association,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Product Marketing,FFFTECH Private Limited,Work From Home,Immediately,3 Months,"₹ 1,500 lump sum +  Incentives","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Digital Marketing,Xllerates,Work From Home,Immediately,3 Months,"₹ 3,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Social Media Marketing,FitCru,Mumbai,Immediately,3 Months,"₹ 8,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Website Content Management,TechyMonk Solutions,Work From Home,Immediately,3 Months,"₹ 3,000 /month +  Incentives","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Digital Media,Kirabiz Technologies,Work From Home,Immediately,3 Months,"₹ 1,000 /month","Teamwork, Time Management"
Content Writing,Ketto,Mumbai,Immediately,3 Months,"₹ 12,000 /month","Teamwork, Time Management"
Digital Marketing,Let's Set Destinations,Bangalore,Immediately,3 Months,"₹ 8,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Human Resources (HR),IMARC,Noida,Immediately,3 Months,"₹ 10,000 /month","Teamwork, Time Management"
Script Writing,Confluencr,Work From Home,Immediately,3 Months,"₹ 10,000 /month","Teamwork, Time Management"
Nutrition Research And New Product Development,EKAEO FOODS PVT LTD,Work From Home,Immediately,3 Months,"₹ 1,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Social Media Marketing,Hey Buddy,Work From Home,Immediately,3 Months,"₹ 5,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Business Development (Sales),Mo's F&B Group,Delhi,Immediately,3 Months,"₹ 14,000 /month","CRM, CSS, Communication, Git, HTML, JavaScript, Lead Generation, Responsive Design, Sales Strategy, Teamwork, Time Management"
Digital Marketing,Aavedan Consultants,Jaipur,Immediately,3 Months,"₹ 5,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Web Development & Design,LAKDI-The Furniture Co.,Delhi,Immediately,3 Months,"₹ 8,000-12,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Graphic Design,Silverhash Digital,Virar,Immediately,3 Months,"₹ 2,000 /month","Teamwork, Time Management"
Web And Graphic Design,ProDigit,Work From Home,Immediately,3 Months,"₹ 12,000-15,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Reservations,Magnus Hotels & Aparments LLP,Pune,Immediately,3 Months,"₹ 10,000 /month","Teamwork, Time Management"
Social Media Marketing,Goyal Commercial Co.,Kolkata,Immediately,3 Months,"₹ 8,000-12,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Digital Marketing,Style Yard Co,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Client Servicing,Buffalo Soldiers,Noida,Immediately,3 Months,"₹ 8,000 /month","Teamwork, Time Management"
2D/3D Animation,3mguru,Work From Home,Immediately,3 Months,"₹ 1,000 /month","Teamwork, Time Management"
Motion Graphic,ProDigit,Work From Home,Immediately,3 Months,"₹ 12,000-15,000 /month","Teamwork, Time Management"
Lead Development,Volopay,Work From Home,Immediately,3 Months,"₹ 10,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Chartered Accountancy (CA) Articleship,S K SURANA & CO LLP,Delhi,Immediately,3 Months,"₹ 6,000-10,000 /month","Teamwork, Time Management"
Videography,Record Owner,Delhi,Immediately,3 Months,"₹ 7,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Graphic Design,Sukham (INV Healthcare),Gurgaon,Immediately,3 Months,"₹ 7,000-10,000 /month","Teamwork, Time Management"
Psychology,Auxilium Skills Academy,Mumbai,Immediately,3 Months,Unpaid,"Teamwork, Time Management"
Equity Analyst,Desvelado Advisory,Delhi,Immediately,3 Months,"₹ 10,000 /month","Teamwork, Time Management"
Digital Marketing,Ayushya,Navi Mumbai,Immediately,3 Months,"₹ 5,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Search Engine Optimization (SEO),MyfirstAd,Delhi,Immediately,3 Months,"₹ 2,000 /month","Teamwork, Time Management"
Campus Ambassador,SK Associates & Group,Work From Home,Immediately,3 Months,Performance Based,"Teamwork, Time Management"
Content Writing,Rising Star Tours & Travels,Delhi,Immediately,3 Months,"₹ 5,000-7,500 /month","Teamwork, Time Management"
Content And E-Commerce Management,KM OPTICALS,Surat,Immediately,3 Months,"₹ 6,000 /month","Teamwork, Time Management"
Talent Scouting,Belinni Management Private Limited,Mumbai,Immediately,3 Months,"₹ 10,000 /month +  Incentives","Teamwork, Time Management"
Founder's Office | SaaS Product | Product Management,Punt Partners,Bangalore,Immediately,3 Months,"₹ 15,000 /month","Teamwork, Time Management"
Search Engine Optimization (SEO),Techiegigs,Navi Mumbai,Immediately,3 Months,"₹ 5,000 /month","Teamwork, Time Management"
Social Media Marketing,Organic Signals Media Services,Mumbai,Immediately,3 Months,"₹ 7,000-10,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Business Development Executive,Zingmind Technologies,Indore,Immediately,3 Months,"₹ 5,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
AWS Node.js Lambda Development,VetsKart,Work From Home,Immediately,3 Months,"₹ 1,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Journalism & Mass Communication,EG Allied Private Limited,Work From Home,Immediately,3 Months,"₹ 2,000 /month","Teamwork, Time Management"
Sales And Marketing,Radhe Krishna Real Infra Private Limited,Noida,Immediately,3 Months,"₹ 10,000 /month","Analytics, CRM, Communication, Content Creation, Digital Marketing, Lead Generation, SEO, Sales Strategy, Teamwork, Time Management"
Product Marketing And E-Commerce Operations,ATOM FOODS LLP,Mumbai,Immediately,3 Months,"₹ 7,500 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Video Editing,AKJ Academy,Noida,Immediately,3 Months,"₹ 15,000-18,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Accounting,Lead Height,Kolkata,Immediately,3 Months,"₹ 2,000 /month","Accounting Basics, Excel, Financial Analysis, Tally, Teamwork, Time Management"
Accounting And Taxation,Lotz Liquidations,Delhi,Immediately,3 Months,"₹ 5,000-7,500 /month","Accounting Basics, Excel, Financial Analysis, Tally, Teamwork, Time Management"
Law/Legal,Jiten Dhanak,Mumbai,Immediately,3 Months,"₹ 4,000 /month","Teamwork, Time Management"
Android App Development,Rabin's Photography,Kolkata,Immediately,3 Months,"₹ 5,000-12,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Telecalling,Fortune Industries,Work From Home,Immediately,3 Months,"₹ 5,000 /month +  Incentives","Teamwork, Time Management"
Business And Project Management,DataSeed Tech Solutions LLP,Mumbai,Immediately,3 Months,"₹ 16,000 /month +  Incentives","Teamwork, Time Management"
Employee Engagement,Eduvanz Financing Private Limited,Mumbai,Immediately,3 Months,"₹ 20,000 /month","Teamwork, Time Management"
Robotics Education,BotMakers Private Limited,Pune,Immediately,3 Months,"₹ 5,000 /month","Teamwork, Time Management"
Graphic Design,This Side Up,Noida,Immediately,3 Months,"₹ 7,500-10,000 /month","Teamwork, Time Management"
Digital Marketing,VSAT Analytics Private Limited,Work From Home,Immediately,3 Months,"₹ 5,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Human Resources (HR),A2Z Supermarket,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives","Teamwork, Time Management"
Android App Development,Muktamil Repair And Service Pvt Ltd,Patna,Immediately,3 Months,"₹ 2,000-15,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Facebook Ads,Growthify Media,Work From Home,Immediately,3 Months,"₹ 5,000 /month","Teamwork, Time Management"
Graphic Design,Special You,Faridabad,Immediately,3 Months,"₹ 10,000 /month","Teamwork, Time Management"
Graphic Design,PocketGuru,Work From Home,Immediately,3 Months,"₹ 3,000-5,000 /month","Teamwork, Time Management"
Photography,Arpit Raj Photography,Delhi,Not specified,3 Months,"₹ 1,000 /week","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Human Resources (HR),Rapidue Technologies (Recykal),Hyderabad,Immediately,3 Months,"₹ 15,000 /month","Teamwork, Time Management"
Architecture,FivD,Gurgaon,Immediately,3 Months,"₹ 15,000 /month","Teamwork, Time Management"
Graphic Design,Zoom Into Web,Work From Home,Immediately,3 Months,"₹ 3,000 /month","Teamwork, Time Management"
Photography,Wear It Like This,Hyderabad,Immediately,3 Months,"₹ 10,000-12,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Figma Design,Nextfly Technologies Private Limited,Delhi,Immediately,3 Months,"₹ 7,000-8,000 /month","Teamwork, Time Management"
Accounts,Suiyas Industries Private Limited,Bangalore,Immediately,3 Months,"₹ 12,000-15,000 /month","Teamwork, Time Management"
Computer Operations Cum Office Administration,UNICORN ENGINEERS,Delhi,Immediately,3 Months,"₹ 8,000-10,000 /month","Teamwork, Time Management"
Graphic Design,Contique Global Process Private Limited,Bangalore,Immediately,3 Months,"₹ 8,000-10,000 /month","Teamwork, Time Management"
Digital Marketing,Campus Coders,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Field Sales,Manikantan S,Ahmedabad,Immediately,3 Months,"₹ 2,000 /month +  Incentives","CRM, Communication, Lead Generation, Sales Strategy, Teamwork, Time Management"
Content Writing,ShaharYaar Private Limited,Work From Home,Immediately,6 Months,"₹ 5,000 /month","Teamwork, Time Management"
Web Development,Ranogic IT Solutions,Ahmedabad,Immediately,6 Months,"₹ 2,000-4,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Influencer Marketing,CareerNinja,Mumbai,Immediately,6 Months,"₹ 5,000-7,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Customer Service,Let's Jump Trampoline & Adventure Private Limited,Surat,Immediately,6 Months,"₹ 7,000 /month","Teamwork, Time Management"
Digital Marketing,Delhi Digital Co.,Delhi,Immediately,6 Months,"₹ 10,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Social Media Marketing,Foxdart,Bangalore,Immediately,6 Months,"₹ 4,000-8,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Influencer Marketing,Infilate Media Private Limited,Delhi,Immediately,6 Months,"₹ 3,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Graphic Design,HAB Learning Private Limited,Gurgaon,Immediately,6 Months,"₹ 5,000 /month","Teamwork, Time Management"
Graphic Design,Clothesphere,Work From Home,Immediately,6 Months,"₹ 3,000-5,000 /month","Teamwork, Time Management"
Marketing,Service O City,Pune,Immediately,6 Months,"₹ 10,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Cloud/DevOps Engineering,KainSkep,Jaipur,Immediately,6 Months,"₹ 10,000 /month","Teamwork, Time Management"
Market Research,Research Allied,Pune,Immediately,6 Months,"₹ 6,000 /month","Teamwork, Time Management"
Content Specialist AI,B School Of AI,Work From Home,Immediately,6 Months,"₹ 3,000-5,000 /month","Data Preprocessing, Machine Learning, Python, Scikit-learn, Teamwork, Time Management"
Tutoring,Linksmind Educorp Private Limited,Pune,Immediately,6 Months,"₹ 10,000 /month","Teamwork, Time Management"
Social Media Marketing,Madlyn By Kanika,Delhi,Immediately,6 Months,"₹ 15,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Social Media Marketing,Digital Ipsum,Work From Home,Immediately,6 Months,"₹ 4,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Social Work Operations,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-1,001 /month","Communication, Community Outreach, Project Management, Teamwork, Time Management"
Virtual Volunteering,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 lump sum","Teamwork, Time Management"
Marketing,Prosperio Technologies,Mumbai,Immediately,6 Months,"₹ 2,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
TorchBearer Program Administration,HappiMynd,Work From Home,Immediately,6 Months,"₹ 2,000-3,000 /month","Teamwork, Time Management"
Business Development (People Partnerships),HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 lump sum","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Team Administration,HappiMynd,Work From Home,Immediately,6 Months,"₹ 2,000-3,000 /month","Teamwork, Time Management"
Social & Digital Volunteering,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 lump sum","Communication, Community Outreach, Project Management, Teamwork, Time Management"
Marketing,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Psychology (Growth),HappiMynd,Work From Home,Immediately,6 Months,"₹ 5,000-10,000 /month","Teamwork, Time Management"
Graphic Design,Simit Bhagat Studios,Work From Home,Immediately,6 Months,"₹ 5,000 /month","Teamwork, Time Management"
HR/Talent Acquisition,DR & PS TECH INDUSTRIES INDIA PRIVATE LIMITED,Pune,Immediately,6 Months,"₹ 5,000-12,000 /month","Teamwork, Time Management"
Subject Matter Expert (SME),Loyalty Square,Gurgaon,Immediately,6 Months,"₹ 8,000-16,000 /month","Teamwork, Time Management"
Office Mangement,SSVMD,Delhi,Immediately,6 Months,"₹ 13,000-16,000 /month","Teamwork, Time Management"
Java Development,Epicminds Information Technology,Bangalore,Immediately,6 Months,"₹ 10,000 /month","CSS, Data Structures, Git, HTML, Java, JavaScript, OOPs, Problem Solving, Responsive Design, Teamwork, Time Management"
Digital Marketing & Business Development,Two Cents Consulting,Work From Home,Immediately,6 Months,"₹ 10,000 /month","Analytics, CSS, Communication, Content Creation, Digital Marketing, Git, HTML, JavaScript, Responsive Design, SEO, Teamwork, Time Management"
Human Resources (HR),Conserve Solution,Chennai,Immediately,6 Months,"₹ 3,000 /month","Teamwork, Time Management"
Fashion Consultant,Rent An Attire,Pune,Immediately,6 Months,"₹ 10,000 /month","Teamwork, Time Management"
Business Strategy,Ayka Control Systems,Mumbai,Immediately,6 Months,"₹ 2,000 /month +  Incentives","Teamwork, Time Management"
Photography,Shreedhar Lifestyle  OPC Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000-5,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Digital Marketing,SEO Training Course,Work From Home,Immediately,6 Months,"₹ 3,000-5,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Quality Assurance (Software Usability And Data),Skolarli Edulabs Pvt. Ltd.,Work From Home,Immediately,6 Months,"₹ 8,000-12,500 /month","Data Visualization, Excel, NumPy, Pandas, Python, SQL, Teamwork, Time Management"
Motion Graphics,Brands Jar,Pune,Immediately,6 Months,"₹ 10,000 /month","Teamwork, Time Management"
Content Writing,Packin Club,Delhi,Immediately,6 Months,"₹ 5,000 /month","Teamwork, Time Management"
Human Resources (HR),Sprite Genix,Work From Home,Immediately,6 Months,"₹ 5,000 /month","Teamwork, Time Management"
SEO And Social Media Marketing,Travarsa Private Limited,Kolkata,Immediately,1 Month,"₹ 8,000-13,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
WordPress Development,WebWorthies,Work From Home,Immediately,1 Month,"₹ 5,000 lump sum +  Incentives","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Human Resources (HR),PRO HOME TUTORS,Work From Home,Immediately,1 Month,"₹ 3,000 /month","Teamwork, Time Management"
Human Resources (HR),0to1 Solutions,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives","Teamwork, Time Management"
Podcast Communications Management,FitCru,Mumbai,Immediately,1 Month,"₹ 8,000 /month","Teamwork, Time Management"
Full Stack Development,Skillsweb,Erode,Immediately,1 Month,"₹ 4,000-6,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Engineering Design,Conserve Solution,Tiruchipalli,Immediately,1 Month,"₹ 7,500-8,000 /month","Teamwork, Time Management"
Human Resources (HR),Karvaan,Delhi,Immediately,1 Month,"₹ 10,000 /month","Teamwork, Time Management"
Delegate Registration And Coordination,Brand Torque,Work From Home,Immediately,1 Month,"₹ 4,000 /month","Teamwork, Time Management"
Content Writing,Ayushi,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives","Teamwork, Time Management"
Graphic Design & Video Editing,Confluence India,Work From Home,Immediately,1 Month,"₹ 1,200 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Digital Marketing,Raman Velusamy,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Business Development (Sales),Zinema Studios,Hyderabad,Immediately,1 Month,"₹ 8,000-12,000 /month","CRM, CSS, Communication, Git, HTML, JavaScript, Lead Generation, Responsive Design, Sales Strategy, Teamwork, Time Management"
Digital Marketing,Trip Tailor,Work From Home,Immediately,1 Month,"₹ 6,000 /month +  Incentives","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Office Assistant,Enlight,Pune,Immediately,1 Month,"₹ 10,000 /month","Teamwork, Time Management"
Digital Marketing,Taggbox,Jaipur,Immediately,3 Months,"₹ 10,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Business Development (Sales),UFaber Edutech,Work From Home,Immediately,1 Month,"₹ 15,000 /month","CRM, CSS, Communication, Git, HTML, JavaScript, Lead Generation, Responsive Design, Sales Strategy, Teamwork, Time Management"
Business Development (Sales),SKOG,Delhi,Immediately,1 Month,"₹ 15,000 /month","CRM, CSS, Communication, Git, HTML, JavaScript, Lead Generation, Responsive Design, Sales Strategy, Teamwork, Time Management"
Food Technology & Operations,Padma Food Products,Bangalore,Immediately,1 Month,"₹ 8,000-15,000 /month","Teamwork, Time Management"
Social Media Marketing,DigiPrima Technologies,Work From Home,Immediately,1 Month,"₹ 4,000-6,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
E-Commerce Sales,Radhe Kishan,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives","CRM, Communication, Lead Generation, Sales Strategy, Teamwork, Time Management"
Social Media Marketing,Global Knowledge Works,Work From Home,Immediately,1 Month,"₹ 1,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Market Research,BYCSS (Ayurvedic FMCG Product),Lucknow,Immediately,1 Month,"₹ 4,000 /month +  Incentives","Teamwork, Time Management"
Compliance / CS,Green Portfolio Private Limited,Gurgaon,Immediately,1 Month,"₹ 10,000 /month","Teamwork, Time Management"
Motion Graphics Design And Video Editing,Digi Daftar,Pune,Immediately,1 Month,"₹ 2,000-5,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Digital Marketing,Art Etc,Delhi,Immediately,1 Month,"₹ 5,000-10,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
